0.82,0.83,6.8408
0.96,0.55,5.1648
0.16,0.82,6.6634
0.42,0.57,8.9858
0.6,0.84,9.2498
0.38,0.51,8.5612
0.26,0.05,6.1496
0.07,0.93,6.0044
0.73,0.25,6.7716
0.21,0.77,7.0445
0.16,0.41,5.7616
0.31,0.67,8.0662
0.49,0.16,8.4126
0.74,0.65,7.4192
0.89,0.24,4.91
0.21,0.34,6.2248
1,0.41,4.869
0.79,0.88,7.2143
0.61,0.13,7.713
0.63,0.32,7.9863
0.52,0.4,8.7189
0.05,0.43,5.0429
0.31,0.59,7.8898
0.67,0.86,8.6409
0.38,0.69,8.8729
0.56,0.73,9.3251
0.84,0.92,6.7826
0.83,0.14,5.3073
0.08,0.85,5.9498
0.46,0.27,8.4878
0.01,0.96,5.8972
0.35,0.98,9.0501
0.01,0.65,5.3423
0.02,0.15,4.3303
0.83,0.97,6.9981
0.67,0.15,7.2092
0.75,0.26,6.5589
0.91,0.92,6.0963
0.28,0.77,7.9913
0.64,0.97,9.2086
0.52,0.31,8.5921
0.3,0.65,7.8571
0.12,0.54,5.6227
0.78,0.98,7.6649
0.22,0.96,7.5471
0.02,0.51,5.0533
0.79,0.19,5.9067
0.86,0.86,6.4946
0.54,0.75,9.5187
0.5,0.71,9.4946
0.22,0.71,7.1853
0.66,0.25,7.5419
0.45,0.57,8.9848
0.95,0.45,4.9626
0.38,0.98,9.3945
0.97,0.19,4.4193
0.61,0.25,8.0629
0.46,0.48,8.8941
1,0.56,5.1188
0.79,0.18,5.8894
0.3,0,6.6541
0.67,0.41,7.778
0.62,0.75,8.9551
0.06,0.97,6.0157
0.58,0.48,8.7265
0.69,0.72,8.2064
0.76,0.63,7.1966
0.2,0.94,7.2128
0.89,0.2,4.8844
0.65,0.63,8.4603
0.42,0.24,8.2168
0.39,0.56,8.6546
0.11,0.11,4.6112
0.83,0.04,5.0514
0.72,0.55,7.5604
0.1,0.1,4.5509
0.87,0.98,6.471
0.77,0.87,7.4437
0.86,0.78,6.2745
0.46,0.39,8.6862
0.26,0.64,7.4003
0.21,0.7,6.9267
0.27,0.96,8.1219
0.12,0.32,5.2897
0.54,0.11,8.1552
0.59,0.01,7.707
0.85,0.39,5.5969
0.17,0.42,5.852
0.75,0.08,6.1714
0.92,0.07,4.4307
0.4,0.36,8.2793
0.65,0.57,8.409
0.31,0.52,7.6477
0.39,0.82,9.1424
0.49,0.94,9.9817
0.47,0.63,9.2309
0.94,0.09,4.3469
0.38,0.61,8.6152
0.55,0.46,8.7909
0.66,0.1,7.241
0.99,0.65,5.3349
0.46,0.51,9.0052
0.41,0.99,9.6877
0.14,0.78,6.1598
0.98,0.18,4.3785
0.85,0.02,4.8651
0.2,0.41,6.2525
0.56,0.56,8.9459
0.79,0.59,6.6939
0.46,0.94,9.8985
0.76,0.44,6.7715
0.76,0.32,6.4864
0.88,0.33,5.2442
0.83,0.71,6.5105
0.35,0.94,9.0945
0.6,0.38,8.3961
0.4,0.15,8.0219
0.45,0.61,9.0499
0.86,0.03,4.7955
0.05,0.16,4.4098
0.43,0.19,8.2296
0.09,0.44,5.1122
0.47,0.75,9.4734
0.88,0.89,6.2868
0.87,0.91,6.525
0.89,0.4,5.2727
0.21,0.67,6.9116
0.76,0.08,6.1123
0.69,0.16,7.0355
0.65,0.25,7.7248
0.02,0.66,5.312
0.49,0.63,9.257
0.2,0.92,7.1602
0.35,0.35,7.9162
0.4,0.39,8.4216
0.73,0.49,7.222
0.27,0.76,7.7342
0.31,0.91,8.5911
0.03,0.94,5.9802
0.48,0.9,9.7341
0.66,0.65,8.4426
0.79,0.4,6.2474
0.76,0.29,6.5361
0.29,0.49,7.4285
0.18,0.73,6.6029
0.68,0.52,7.937
0.03,0.57,5.1584
0.9,0.89,6.2049
0.56,0.65,9.1267
0.4,0.81,9.2683
0.12,0.63,5.8433
0.26,0.54,7.2356
0.06,0.3,4.7557
0.97,0.35,4.7677
0.74,0.27,6.7128
0.3,0.01,6.5652
0.98,0.91,5.8895
0.6,0.53,8.5163
0.69,0.39,7.4546
0.51,0.68,9.3422
0.71,0.81,8.1908
0.74,0.97,8.1404
0.95,0.95,5.9789
0.04,0.66,5.3996
0.02,0.76,5.4634
0.03,0.54,5.1338
0.42,0.02,7.7405
0.51,0.39,8.6652
0.47,0.58,9.0446
0.45,0.02,7.8669
0.59,0.05,7.6302
0.85,0.82,6.4657
0.63,0.8,8.9638
0.43,0.82,9.5145
0.76,0.7,7.3088
0.03,0.61,5.3245
0.96,0.51,5.1846
0.34,0.45,8.0261
0.13,0.54,5.7665
0.98,0.07,4.1119
0.5,0.15,8.3454
0.91,0.7,5.7055
0.56,0.59,9.0085
0.59,0.74,9.1534
0.41,0.15,8.0498
0.62,0.69,8.8228
0.22,0.44,6.5128
0.32,0.65,8.184
0.76,0.93,7.7517
0.18,0.48,6.077
0.6,0,7.6477
0.02,0.25,4.4969
0.53,0.04,8.0228
0.87,0.01,4.6148
0.6,0.26,8.1367
0.54,0.6,9.0016
0.7,0.1,6.7288
0.87,0.29,5.1988
0.78,0.64,6.8917
0.01,0.17,4.3964
0.68,0.63,8.144
0.94,0.6,5.2966
0.92,0.47,5.0932
0.07,0.78,5.7167
0.19,0.12,5.5736
0.62,0.28,7.9702
0.34,0.15,7.4187
0.26,0.42,6.9101
0.75,0.56,7.1589
0.24,0.01,5.9239
0.08,0.45,5.1694
0.39,0.38,8.4061
0.87,0.25,5.2061
0.65,0.75,8.6887
0.87,0.05,4.6291
0.16,0.51,5.9831
0.43,0.33,8.621
0.13,0.57,5.7187
0.56,0.86,9.6162
0.79,0.07,5.7827
0.4,0.45,8.5206
0.12,0.33,5.2165
0.27,0.65,7.5629
0.14,0.33,5.407
0.44,0.01,7.8754
0.3,0.28,7.1536
0.9,0.83,6.0581
0.13,0.86,6.3666
0.55,0.33,8.6742
0.89,0.94,6.278
0.52,0.57,9.1358
0.08,0.7,5.5379
1,0.84,5.6718
0.98,0.19,4.4098
0.46,0.99,9.9574
0.03,0.47,5.0386
0.83,0.33,5.7501
0.44,0.08,8.0359
0.83,0.22,5.5439
0.05,0.19,4.5336
1,0.97,5.7766
0.33,0.03,7.0888
0.95,0.96,5.9604
0.64,0.2,7.6469
0.36,0.1,7.4471
0.57,0.05,8.0175
0.01,0.18,4.3974
0.58,0.01,7.7932
0.5,0.82,9.6894
0.23,0.11,5.9725
0.8,0.1,5.6301
0.2,0.8,6.9311
0.92,0.86,5.9363
0.46,0.59,9.1681
0.14,0.46,5.6465
0.02,0.65,5.36
0.27,0.46,7.1471
0.18,0.03,5.1734
0.82,0.76,6.6868
0.66,0.15,7.3823
0.88,0.22,4.9207
0.66,0.82,8.6977
0.4,1,9.6483
0.5,0.77,9.5669
0.71,0.12,6.7455
0.78,0.84,7.2363
0.04,0.11,4.3113
0.63,0.38,8.1981
0.46,0.07,8.1172
0.12,0.91,6.3478
0.27,0.6,7.4479
0.49,0.47,8.9045
0.65,0.58,8.2939
0.98,0.87,5.7836
0.87,0.6,5.7336
0.31,0.1,6.915
0.61,0.27,8.0878
0.12,0.39,5.3693
0.97,0.9,5.8201
0.91,0.29,4.8965
0.07,0.2,4.5033
0.31,0.48,7.7568
0.27,0.18,6.677
0.52,0.72,9.3741
0.21,0.23,5.9434
0.85,0.73,6.3501
0.46,0.98,9.9534
0.42,0.95,9.6681
0.84,0.11,5.2579
0.35,0.92,8.9944
0.81,0.1,5.4593
0.44,0.84,9.5328
0.04,0.05,4.1851
0.67,0.96,8.8242
0.47,0.09,8.0912
0.92,0.15,4.5964
0.22,0.77,7.2045
0.88,0.1,4.7317
0.14,0.24,5.2545
0.41,0.77,9.2688
0.2,0.43,6.2523
0.11,0.34,5.065
0.92,0.28,4.714
0.31,0.94,8.6464
0.82,0.07,5.2564
0.61,0.89,9.3636
0.55,0.39,8.6949
0.93,1,6.2164
0.78,0.08,5.7648
0.26,0.36,6.7846
0.61,0.46,8.4146
0.68,0.93,8.7659
0.76,0.35,6.6948
0.38,0.49,8.3894
0.01,0.81,5.6399
0.58,0.11,7.992
0.18,0.88,6.8998
0.5,0.47,8.8743
0.91,0.6,5.5207
0.92,0.29,4.8284
0.2,0.74,6.8257
0.57,0.23,8.3489
0.9,0.47,5.3958
0.48,0.99,10.001
0.1,0.41,5.1839
0.03,0.28,4.6258
0.9,0.77,5.9732
0.96,0.41,4.914
0.19,0.95,7.2794
0.23,0.91,7.5018
0.93,0.38,5.005
0.12,0.15,4.9234
0.57,0.94,9.669
0.13,0.04,4.6919
0.35,0.05,7.2636
0.37,0.49,8.2875
0.98,0.32,4.7312
0.19,0.7,6.6816
0,0.33,4.6485
0.86,0.01,4.7344
0.32,0.43,7.6707
0.61,0.31,8.0788
0.07,0.82,5.854
0.03,0.77,5.7802
0.34,0.34,7.7216
0.41,0.44,8.5393
0.37,0.21,7.8227
0.74,0.86,7.8935
0.82,0.1,5.3527
0.01,0.11,4.1793
0.66,0.23,7.5023
0.02,0.69,5.4269
1,0.25,4.5125
0,0.78,5.56
0,0.23,4.4297
0.75,0.45,6.8715
0.7,0.24,7.1044
0.56,0.69,9.282
0.68,0.54,7.8421
0.04,0.26,4.642
0.4,0.09,7.7237
0.33,0.18,7.3453
0.27,0.91,8.0393
0.47,0.66,9.3522
0,0.18,4.425
0.7,0.49,7.659
0.79,0.35,6.1505
0.72,0.72,7.9096
0.38,0.66,8.7629
0.99,0.34,4.6993
0.51,0.23,8.4266
0.9,0.92,6.2325
0.32,0.54,7.8804
0.62,0.19,7.7672
0.12,0.01,4.6043
0.21,0.22,5.9537
0.52,0.89,9.7917
0.88,0.54,5.5933
0.4,0.24,8.0734
0.44,0.53,8.7676
0,0.59,5.1417
0.52,0.35,8.712
0.65,0.74,8.6512
0.96,0.63,5.302
0.31,0.89,8.563
0.07,0.99,6.122
1,0.59,5.2214
0.45,0.64,9.2481
0.29,0.04,6.5871
0.96,0.09,4.1974
0.73,0.05,6.2474
0.77,0.68,7.0808
0.96,0.12,4.3757
0.26,0.3,6.6964
0.46,0.36,8.5957
0.45,0.19,8.3138
0.31,0.28,7.251
0.04,0.42,4.8692
0.15,0.95,6.7892
0.23,0.73,7.1476
0.27,0.48,7.074
0.45,0.92,9.6866
0.68,0.92,8.7236
0.97,0.65,5.3153
0.96,0.3,4.7019
0.52,0.68,9.4167
0.63,0.93,9.246
0.15,0.62,6.112
0.31,0.49,7.7571
0.87,1,6.6383
0.58,0.41,8.5258
0.22,0.07,5.7116
0.57,0.66,9.0749
0.75,0.88,7.8374
0.42,0.15,7.9634
0.13,0.05,4.6902
0.64,0.73,8.7678
0.17,0.15,5.4177
0.68,0.03,6.8964
0.8,0.82,6.998
0.14,0.09,4.938
0.57,0.73,9.2987
0.4,0.22,8.038
0.62,0.9,9.1822
0.91,0.73,5.6856
0.12,0.53,5.6468
0.56,0.78,9.5627
0.73,0.91,8.1535
0.77,0.84,7.4429
0.77,0.89,7.4753
0.87,0.61,5.9474
0.31,0.27,7.2995
0.64,0.09,7.4951
0.98,0.02,4.0551
0.55,0.69,9.3166
0.81,0.02,5.3202
0.23,0.74,7.228
0.36,0.13,7.6094
0.79,0.1,5.6461
0.39,0.1,7.7861
0.68,0.66,8.1407
0.09,0.93,6.2096
0.31,0.97,8.602
0.78,0.83,7.3301
0.7,0.91,8.4239
0.28,0.27,6.9101
0.58,0.87,9.5613
0.04,0.15,4.3116
0.28,0.26,7.0306
0.49,0.31,8.5608
0.5,0.02,8.0208
0.81,0.37,6.0231
0.29,0.45,7.3723
0.53,0,8.0407
0.01,0.48,4.9486
0.81,0.25,5.7246
0.41,0.04,7.7535
0.38,0.92,9.2542
0.25,0.55,7.0204
0.17,0.64,6.3389
0.44,0.75,9.3411
0.06,0.49,5.0651
0.86,0.43,5.5171
0.95,0.07,4.1857
0.97,0.29,4.4772
0.81,0.42,6.0126
0.09,0.6,5.4904
0.74,0.19,6.4529
1,0.3,4.5713
0.27,0.99,8.2602
0.69,0.92,8.6614
0.22,0.84,7.3115
0.61,0.29,8.0364
0.64,0.65,8.5729
0.84,0.93,6.7877
0.47,1,9.9237
0.21,0,5.5404
0.55,0.13,8.0951
0.97,0.07,4.1576
0.99,0.19,4.4744
0.24,0.62,7.0833
0.8,0.25,5.7976
0.29,0.58,7.7043
0.58,0.79,9.3291
0.43,0.49,8.8493
0.61,0.09,7.7296
0.86,0.87,6.4896
0.92,0.33,4.9099
0.63,0.72,8.7653
0.22,0.1,5.7954
0.13,0.08,4.7591
0.94,0.22,4.5837
0.49,0.54,9.0905
0.7,0.86,8.3426
0.71,0.64,7.8209
0.06,0.87,5.86
0.42,0.25,8.2682
0.78,0.25,6.1281
0.07,0.77,5.6128
0.43,0.05,7.8051
0,0.66,5.2066
0.74,0.83,7.8494
0.1,0.02,4.3856
0.22,0.57,6.7557
0.15,1,6.9006
0.68,0.74,8.3135
0.62,0.83,9.0811
0.89,0.65,5.699
0.14,0.95,6.5339
0.67,0.74,8.4487
0.04,0.19,4.4073
0.08,0.1,4.4382
0.03,0.5,5.0058
0.29,0.39,7.3594
0.26,0,6.0899
0.3,0.82,8.2469
0.28,0.23,6.8477
0.26,0.02,6.1416
0.64,0.57,8.3753
0.6,0.67,8.9315
0.09,0.66,5.56
0.99,0.91,5.8072
0.6,0.66,8.926
0.64,0.11,7.3966
0.77,0.65,7.0526
0.23,0.62,6.9222
0.57,0.34,8.4543
0.16,0.56,5.9487
0.3,0.57,7.7548
1,0.49,4.9915
0.34,0.41,7.9056
0.79,0.09,5.7024
0.08,0.56,5.2555
0.88,0.67,5.8204
0.49,0.56,9.1014
0.26,0.71,7.6153
0.17,0.44,5.9411
0.3,0.34,7.2977
0.99,0.2,4.3499
0.39,0,7.6045
0.5,0.54,9.1223
0.89,0.71,5.9613
0.19,0.92,7.0943
0.57,0.07,7.9814
0.61,0.67,8.8081
0.28,0.95,8.1554
0.84,0.57,5.9609
0.22,0.78,7.2205
0.95,0.84,5.8084
0.49,0.48,8.944
0.96,0.24,4.5462
0.22,0.58,6.8593
0.36,0.7,8.7559
0.52,0.08,8.1386
0.91,0.57,5.5323
0.27,0.05,6.4048
0.82,0.11,5.3757
0.48,0,7.8916
0.78,0.79,7.1684
0.29,0.52,7.5968
0.38,0.54,8.5091
0.22,0.86,7.2552
0.15,0.4,5.6652
0.79,1,7.4846
0.02,0.89,5.7867
0.87,0.08,4.8058
0.83,0.61,6.2115
0.18,0.13,5.4093
0.75,0.24,6.5191
0.78,0,5.5944
0.34,0.46,7.916
0.27,0.92,8.0574
0.84,0.07,5.0074
0.15,0.63,6.1454
0.55,0.94,9.8119
0.24,0.45,6.7055
0.27,0.97,8.2813
0.51,0.86,9.7008
0.42,0.03,7.7655
0.41,0.25,8.2976
0.11,0.15,4.7397
0.65,0.96,9.0574
0.64,0.85,8.8969
0.97,0.26,4.5697
0.53,0.64,9.2724
0.34,0.16,7.3147
0.46,0.45,8.7888
0.93,0.48,5.2255
0.26,0.76,7.681
0.54,0.05,8.0571
0.66,0.13,7.1926
0.31,0.74,8.2698
0.29,0.57,7.7154
0.77,0.71,7.166
0.83,0.38,5.8043
0.84,0.06,5.0693
0.04,0.61,5.2165
0.06,0.64,5.4263
0.87,0.71,6.1488
0.1,0.77,5.7963
0.74,0.26,6.6067
0.65,0.24,7.6801
0.62,0.6,8.6821
0.4,0.16,7.9852
0.92,0.26,4.7355
0.65,0.01,7.1517
0.57,0.85,9.5262
0.56,0.61,9.1368
0.93,0.14,4.3874
0.72,0.66,7.6776
0.44,0.03,7.9652
0.7,0.74,8.0954
0.66,0.77,8.7061
0.9,0.82,6.0483
0.52,0.84,9.6798
0.1,0.07,4.5598
0.81,0.32,5.8853
0.27,0.94,8.1935
0.03,0.95,5.9453
0.7,0.19,6.9828
0.82,0.06,5.1671
0.59,0.81,9.2182
0.38,0.42,8.2399
0.28,0.62,7.6303
0.34,0.13,7.2865
0.06,0.76,5.6487
0.57,0.81,9.408
0.65,0.36,7.8919
0.82,0.47,6.0752
0.41,0.86,9.2872
0.13,0.37,5.3881
0.43,0.54,8.9251
0.26,0.89,7.9071
0.55,0.85,9.6839
0.72,0.22,6.9108
0.68,0.35,7.5456
0.72,0.19,6.8864
0.56,0.26,8.3807
0.16,0.8,6.6154
0.39,0.47,8.45
0.04,0.13,4.3116
0.17,0.48,5.9343
0.36,0.99,9.2693
0.27,0.81,7.898
0.49,0.14,8.3671
0.41,0.3,8.3455
0.93,0.43,5.0423
0.78,0.58,6.7717
0.77,0.74,7.2398
0.99,0.26,4.6204
0.47,0.74,9.4408
0.5,0.1,8.2898
0.15,0.82,6.3276
0.82,0.23,5.517
0.89,0.78,6.0077
0.69,0.35,7.5201
0.42,0.14,7.9848
0.56,0.85,9.6067
0.52,0.71,9.4433
0.79,0.81,7.103
0.16,0.97,6.8698
0.5,0.67,9.3759
0.21,0.84,7.1712
0.34,0.1,7.3414
0.03,0.87,5.6392
0.11,0.4,5.2727
0.42,0.59,8.8994
0.11,0.59,5.5206
0.34,0.66,8.4663
0.84,0.25,5.4038
0.31,0.26,7.3066
0.31,0.25,7.1888
0.18,0.53,6.2218
0.56,0.98,9.8577
0.1,0.95,6.345
0.76,0.54,6.9543
0.22,0.15,6.0099
0.76,0.85,7.6704
0.24,0.23,6.2955
0.51,0.5,8.9847
0.76,0.15,6.2029
0.09,0.17,4.6829
0.02,0.78,5.5975
0.66,0.17,7.4235
0.31,0.79,8.2294
0.89,0.26,4.9026
0.38,0.4,8.2762
1,0.69,5.3486
0.48,0.61,9.1636
0.23,0.19,6.0224
0.61,0.45,8.5237
0.89,0.6,5.659
0.66,0.84,8.739
0.34,0.57,8.2177
0.09,0.29,4.8169
0.34,0.11,7.2563
0.07,0.8,5.7841
0.18,0.89,6.9578
0.24,0.88,7.6072
0.35,0.11,7.4143
0.41,0.26,8.2232
0.29,0.55,7.7139
0.54,0.43,8.8257
0.77,0.81,7.312
0.66,0.45,8.0346
0.89,0.88,6.1384
0.91,0.18,4.7349
0.83,0.87,6.827
0.63,0.41,8.2247
0.01,0.85,5.7667
0.58,0.18,8.0604
0.83,0.28,5.5786
0.77,0.24,6.2337
0.51,0.05,8.1198
0.92,0,4.2294
0.99,0.45,4.7802
0.15,0.69,6.1726
0.62,0.32,8.1709
0.18,0.5,6.1495
0.68,0.13,7.1014
0.94,0.03,4.2517
0.66,0.01,7.2086
0.89,0.22,4.8535
0.98,0.3,4.6014
0.44,0.25,8.357
0.81,0.82,6.839
0.24,0.5,6.8785
0.55,0.57,8.9571
0.01,0.45,4.8991
0.68,0.09,6.914
0.79,0.77,7.0378
0.12,0.47,5.4903
0.6,0.57,8.6822
0.11,0.41,5.286
0.33,0.49,7.9509
0.15,0.52,5.8157
0.63,0.25,7.9833
0.74,0.29,6.6595
0.01,0.34,4.6294
0.04,0.4,4.8795
0.1,0.55,5.5234
0.32,0.8,8.4709
0.54,0.44,8.8581
0.04,1,6.1282
0.91,0.22,4.7321
0.8,0.98,7.4362
0.08,0.32,4.9037
0.47,0.83,9.6562
0.09,0.85,6.0442
0.03,0.8,5.5921
0.5,0.39,8.8289
0.67,0,6.8496
0.5,0.42,8.8209
0.02,0.1,4.2114
0.04,0.06,4.1455
0,0.2,4.4082
0.51,0.7,9.4455
0.56,0.57,9.0193
0.07,0.12,4.4402
0.17,1,7.0416
0.8,0.49,6.4888
0.58,0.49,8.7959
0.72,0.6,7.5486
0.53,0.38,8.6815
0.67,0.9,8.7199
0.59,0.26,8.2265
0.16,0.65,6.2467
0.88,0.86,6.2553
0.4,0.5,8.525
0.37,0.78,8.9816
0.01,0.87,5.7319
0.49,0.73,9.4177
0.24,0.27,6.4244
1,0.82,5.6111
0.65,0.34,7.9527
0.23,0.92,7.6021
0.44,0.35,8.5239
0.22,0.49,6.6294
0.03,0.76,5.5158
0.46,0.72,9.4739
0.11,0.32,5.0813
0.7,0.83,8.2161
0.01,0.42,4.882
0.52,0.36,8.6588
0.07,0.68,5.5335
0.62,0.23,7.793
0.02,0.95,5.9374
0.71,0.62,7.6645
0.29,0.94,8.4129
0.29,0.71,7.8608
0.52,0.99,10.045
0.38,0.85,9.1763
0.42,0.61,9.0159
0.76,0.36,6.5806
0.21,0.51,6.4899
0.82,0.31,5.7453
0.3,0.87,8.4075
0.13,0.59,5.8101
0.06,0.88,6.0096
0.32,0.61,8.1604
0.06,0.11,4.2637
0.07,0.38,4.9192
0.45,0.15,8.2482
0.76,0.11,6.0204
0.3,0.64,7.8704
0.52,0.61,9.21
0.6,0.06,7.6754
0.28,0.19,6.7037
0.71,0.26,6.9651
0.93,0.52,5.2284
0.33,0.2,7.307
0.99,0.21,4.3388
0.92,0.49,5.2547
0.18,0.34,5.9599
0.52,0.76,9.4304
0.23,0.81,7.4329
0.87,0.06,4.8138
0.6,0.61,8.9009
0.87,0.66,5.9068
0.55,0.47,8.8513
0.29,0.16,6.8152
0.71,0.2,6.9783
0.21,0.56,6.527
0.17,0.25,5.4891
0.76,0.62,7.1093
0.61,0.3,8.0767
0.77,0.17,6.098
0.09,0.36,4.9928
0.29,0.6,7.6229
0.43,0.47,8.7143
0.61,0.9,9.2559
0.71,0.49,7.6345
0.09,0.21,4.7465
0.23,1,7.7187
0.29,0.86,8.227
0.06,0.03,4.2478
0.52,0.13,8.248
0.73,0.56,7.3331
0.68,0.21,7.2319
0.74,0.69,7.4944
0.78,0.04,5.7156
0.44,0.45,8.8383
0.65,0,7.1886
0.72,0.11,6.7473
0.6,0.75,9.0996
0.58,0.81,9.4646
0.09,0.37,5.1584
0.59,0.36,8.4067
0.69,0.89,8.5154
0.18,0.52,6.2567
0.66,0.97,8.9712
0.76,0.66,7.1188
0.63,0.24,7.8014
0.6,0.07,7.7844
0.3,0.39,7.3113
0.81,0.79,6.9038
0.26,0.39,6.7836
0.79,0.8,7.1265
0.08,0.08,4.3469
0.72,0.18,6.852
0.5,0.35,8.7486
0.53,0.8,9.4998
0.22,0.34,6.2413
0.32,0.55,7.9599
0.75,0.98,7.9266
0.07,0.48,5.059
0.48,0.58,9.1058
0.39,0.18,7.9656
0.2,0.01,5.4161
0.14,0.41,5.5526
0.67,0.84,8.635
0.79,0.76,7.023
0.42,0.29,8.2695
0.47,0.73,9.3878
0.12,0.85,6.2696
0.4,0.54,8.7573
0.39,0.61,8.8264
0.93,0.66,5.4555
0.82,0.51,6.2093
0.68,0.58,7.9615
0.21,0.15,5.7816
0.98,0.49,4.9386
0.29,0.51,7.517
0.64,0.99,9.268
0.33,0.07,7.1349
0.37,0.75,8.8472
0.07,0.04,4.252
0.95,0.81,5.6627
0.25,0.87,7.6736
0.96,0.66,5.3295
0.44,0.32,8.547
0.74,0.72,7.4704
0.05,0.89,5.8113
0.16,0.37,5.6474
0.67,0.99,8.9416
0.77,0.85,7.4194
0.65,0.82,8.8077
0.4,0.26,8.1416
0.55,0.63,9.1853
0.33,0.3,7.5521
0.65,0.87,8.899
0.51,0.24,8.4273
0.11,0.42,5.3441
0.09,0.23,4.8617
0.9,0.07,4.5247
0.71,0.36,7.2527
0.29,0.12,6.792
0.25,0.59,7.1434
0.06,0.19,4.4665
0.32,0.3,7.4425
0.8,0.97,7.2569
0.11,0.68,5.9166
0.04,0.39,4.8306
0.38,0.1,7.7515
0.5,0.32,8.6942
0.99,0.8,5.5829
0.14,0.53,5.767
0.48,0.98,9.879
0.18,0.62,6.401
0.24,0.47,6.7525
0.53,0.59,9.1787
0.56,0.08,7.989
0.26,0.09,6.3094
0.28,0.55,7.477
0.06,0.29,4.7523
0.11,0,4.5013
0.66,0.53,8.2266
0.75,0.9,7.8136
0.82,0.32,5.7791
0.65,0.98,9.2214
0.1,0.61,5.59
0.31,0.39,7.4416
0.12,0.77,6.1092
0.13,0.98,6.5649
0.05,0.48,5.0574
0.14,0.28,5.2211
0.46,0.05,8.0671
0.32,0.33,7.5245
0.09,0.76,5.8522
0.45,0.41,8.8366
0.98,0.69,5.3586
0.67,0.79,8.602
0.24,0.76,7.2716
0.39,0.71,8.9531
0.01,0.22,4.3782
0.05,0.95,6.0605
0.82,0.87,6.8235
0.29,0.07,6.5939
0,0.64,5.2625
0.04,0.24,4.5472
0.73,0.17,6.6995
0.27,0.43,7.0904
0.71,0.34,7.1112
1,0.86,5.666
0.51,0.98,10.04
0.1,0.26,4.8605
0.68,0.36,7.5873
0.32,0.01,6.9909
0.21,0.76,6.9914
0.79,0.99,7.563
0.81,0.54,6.4508
0.89,0.76,5.9674
0.37,0.58,8.4933
0.27,0.7,7.6871
0.79,0.91,7.2698
0.94,0.76,5.6681
0.29,0.1,6.6393
0.06,0.44,4.9527
0.65,0.97,9.1542
0.22,0.39,6.4334
0.33,0.74,8.467
0.01,0.24,4.509
0.81,0,5.3156
0.1,0.52,5.4176
0.4,0.04,7.6958
0.27,0.07,6.3469
0.46,0.67,9.3503
0.59,0.88,9.5251
0.22,0.09,5.7422
0.67,0.37,7.6839
0.18,0.31,5.7988
0.44,1,9.8601
0.38,0.79,9.0157
0.46,0.31,8.6278
